,Foreign/Local Used,color,wheel drive,Automation,seat-make,price,description,make-year,manufacturer
256,Locally Used,Gold,4,Automatic,Leather,4500000,2013   Toyota Avalon,2013,Toyota
257,Foreign Used,Grey,4,Automatic,Cloth,2400000,2008   Toyota Camry,2008,Toyota
258,Foreign Used,Silver,4,Automatic,Leather,2900000,2008   Acura MDX,2008,Acura
259,Foreign Used,Black,4,Automatic,Leather,3000000,2008   Acura MDX,2008,Acura
260,Foreign Used,Silver,4,Automatic,Leather,2500000,2008   Toyota Camry ,2008,Toyota
261,Foreign Used,Grey,4,Automatic,Cloth,1900000,2006   Toyota Camry,2006,Toyota
262,Foreign Used,Silver,4,Automatic,Leather,2900000,2008   Lexus ES,2008,Lexus
263,Foreign Used,Silver,4,Automatic,Leather,3000000,2009   Lexus ES,2009,Lexus
264,Foreign Used,Silver,4,Automatic,Leather,2150000,2007   Toyota Corolla,2007,Toyota
265,Foreign Used,Black,4,Automatic,Leather,2800000,2008   Toyota Camry,2008,Toyota
266,Foreign Used,Gold,4,Automatic,Leather,3800000,2008   Toyota 4-Runner,2008,Toyota
267,Foreign Used,Silver,4,Automatic,Leather,5500000,2008   Toyota Highlander,2008,Toyota
268,Foreign Used,Red,4,Automatic,Cloth,2050000,2006   Toyota Corolla,2006,Toyota
269,Foreign Used,Silver,4,Automatic,Leather,1850000,2004   Toyota Corolla,2004,Toyota
270,Foreign Used,Silver,4,Automatic,Leather,4100000,2008   Mercedes-Benz ML350,2008,Mercedes-Benz
271,Foreign Used,Silver,4,Automatic,Leather,5000000,2010   Toyota Venza,2008,Toyota
272,Foreign Used,Dark Grey,4,Automatic,Leather,3850000,2010   Mercedes-Benz C300,2010,Mercedes-Benz
273,Foreign Used,Silver,4,Automatic,Leather,3200000,2009   Lexus ES,2009,Lexus
274,Foreign Used,Maroon,4,Automatic,Leather,6700000,2010   Lexus RX,2010,Lexus
275,Foreign Used,Gold,4,Automatic,Leather,2200000,2008   Toyota Corolla,2008,Toyota
276,Foreign Used,Dark Grey,4,Automatic,Leather,2900000,2012   Acura MDX,2012,Acura
277,Foreign Used,Silver,4,Automatic,Cloth,4800000,2010   Toyota Highlander,2010,Toyota
278,Foreign Used,Silver,4,Automatic,Cloth,1850000,2005   Toyota Matrix,2005,Toyota
279,Foreign Used,Red,4,Automatic,Cloth,1750000,2005   Toyota Matrix,2005,Toyota
280,Foreign Used,Dark Blue,4,Automatic,Leather,2850000,2006    Lexus ES,2006,Lexus
281,Foreign Used,Maroon,4,Automatic,Leather,3500000,2006   Toyota 4-Runner,2006,Toyota
282,Foreign Used,Dark Grey,4,Automatic,Leather,3500000,2006   Toyota Sequoia,2008,Toyota
283,Foreign Used,Green,4,Automatic,Leather,3350000,2008   Acura MDX,2008,Acura
284,Foreign Used,Silver,4,Automatic,Cloth,2300000,2003   Toyota Highlander,2003,Toyota
285,Foreign Used,Grey,4,Automatic,Leather,3000000,2005   Toyota Highlander,2005,Toyota
286,Foreign Used,Dark Grey,4,Automatic,Leather,10000000,2012     LR4,2012,LR4
287,Foreign Used,Black,4,Automatic,Leather,3500000,2012   Toyota Camry ,2012,Toyota
288,Foreign Used,Red,4,Automatic,Leather,6500000,2010   Lexus RX,2010,Lexus
289,Foreign Used,Maroon,4,Automatic,Leather,8700000,2013   Toyota Highlander,2013,Toyota
290,Foreign Used,Blue,4,Automatic,Cloth,5700000,2016   Toyota Corolla,2016,Toyota
